Version Number,Data Type,Code ,Description
,HCPCS,27871,Arthrodesis of distal tibiofibular joint
,HCPCS,27880,Amputation of lower leg through tibia and fibula
,HCPCS,27881,Amputation of lower leg through tibia and fibula with immediate fitting technique and application of cast
,HCPCS,27882,Open circular amputation of lower leg through tibia and fibula
,HCPCS,27884,Revison of scar of amputation of lower leg through tibia and fibula
,HCPCS,27886,Reamputation of lower leg through tibia and fibula
,HCPCS,27888,Disarticulation of ankle through malleoli of tibia and fibula with plastic closure and resection of nerve
,HCPCS,27889,Disarticulation of ankle
,HCPCS,27892,Decompression fasciotomy of anterior and lateral compartments of lower leg with debridement of nerve
,HCPCS,27893,Decompression fasciotomy of posterior compartment of lower leg with debridement of nerve
,HCPCS,27894,Decompression fasciotomy of anterior and posterior compartment of lower leg with debridement of nerve
,HCPCS,27899,Procedure on ankle
,HCPCS,28001,Incision and drainage of bursa of foot
,HCPCS,28002,Incision and drainage of bursal space of foot
,HCPCS,28003,Incision and drainage of foot
,HCPCS,28005,Incision of cortex of bone of foot
,HCPCS,28008,Fasciotomy of foot
,HCPCS,28010,Percutaneous tenotomy of tendon of toe
,HCPCS,28011,Percutaneous tenotomy of tendon of toe
,HCPCS,28020,Arthrotomy with drainage of intertarsal joint
,HCPCS,28022,Arthrotomy with drainage of metatarsophalangeal joint
,HCPCS,28024,Arthrotomy with drainage of interphalangeal joint
,HCPCS,28035,Release of tarsal tunnel
,HCPCS,28039,Excision of tumor of soft tissue of foot
,HCPCS,28043,Excision of tumor of soft tissue of foot
,HCPCS,28041,Excision of tumor of soft tissue of foot
,HCPCS,28045,Excision of tumor of soft tissue of foot
,HCPCS,28046,Radical resection of tumor of soft tissue of foot
,HCPCS,28047,Radical resection of tumor of soft tissue of foot
,HCPCS,28050,Arthrotomy of intertarsal joint with biopsy
,HCPCS,28052,Arthrotomy of metatarsophalangeal joint with biopsy
,HCPCS,28054,Arthrotomy of interphalangeal joint with biopsy
,HCPCS,28055,Neurectomy of intrinsic muscle of foot
,HCPCS,28060,Partial fasciectomy of plantar fascia
,HCPCS,28062,Radical fasciectomy of plantar fascia
,HCPCS,28070,Synovectomy of intertarsal joint
,HCPCS,28072,Synovectomy of metatarsophalangeal joint
,HCPCS,28080,Excision of Morton neuroma
,HCPCS,28086,Synovectomy of flexor tendon sheath of foot
,HCPCS,28088,Synovectomy of extensor tendon sheath of foot
,HCPCS,28090,Excision of lesion of capsule of foot
,HCPCS,28092,Excision of lesion of capsule of toes
,HCPCS,28100,Curettage of benign tumor of calcaneus
,HCPCS,28102,Curettage of benign tumor of calcaneus with autograft
,HCPCS,28103,Curettage of benign tumor of calcaneus with allograft
,HCPCS,28104,Curettage of benign tumor of metatarsal bone
,HCPCS,28106,Excision of cyst of metatarsal with iliac autograft
,HCPCS,28107,Curettage of benign tumor of metatarsal bone with allograft
,HCPCS,28108,Curettage of benign tumor of phalanx of foot
,HCPCS,28110,Partial excision of head of fifth metatarsal bone
,HCPCS,28111,Complete excision of head of first metatarsal bone
,HCPCS,28112,Complete excision of head of fourth metatarsal bone
,HCPCS,28113,Complete excision of head of fifth metatarsal bone
,HCPCS,28114,Complete excision of head of metatarsal with partial proximal phalangectomy
,HCPCS,28116,Excision of tarsal coalition
,HCPCS,28118,Ostectomy of calcaneus
,HCPCS,28119,Ostectomy of calcaneus for spur
,HCPCS,28120,Partial excision of calcaneus
,HCPCS,28122,Craterization of metatarsal bone
,HCPCS,28124,Partial excision of phalanx of toe
,HCPCS,28126,Complete resection of phalangeal base of toe
,HCPCS,28130,Talectomy
,HCPCS,28140,Metatarsectomy
,HCPCS,28150,Phalangectomy of toe
,HCPCS,28153,Resection of condyle of distal end of phalanx of toe
,HCPCS,28160,Excision of proximal part of phalanx of toe
,HCPCS,28171,Radical resection of tumor of tarsal bone
,HCPCS,28173,Radical resection of tumor of metatarsal bone
,HCPCS,28175,Radical resection of tumor of phalanx of toe
,HCPCS,28190,Removal of foreign body from foot
,HCPCS,28192,Removal of foreign body from foot
,HCPCS,28193,Removal of foreign body from foot
,HCPCS,28200,Repair of flexor tendon of foot
,HCPCS,28202,Repair of flexor tendon of foot with free graft
,HCPCS,28208,Repair of extensor tendon of foot
,HCPCS,28210,Repair of extensor tendon of foot with free graft
,HCPCS,28220,Tenolysis of flexor tendon of foot
,HCPCS,28222,Tenolysis of flexor tendon of foot
,HCPCS,28225,Tenolysis of extensor tendon of foot
,HCPCS,28226,Tenolysis of extensor tendon of foot
,HCPCS,28230,Open tenotomy of flexor tendon of foot
,HCPCS,28232,Open tenotomy of flexor tendon of toe
,HCPCS,28234,Open tenotomy of extensor tendon of foot
,HCPCS,28238,Advancement of posterior tibial tendon with excision of accessory tarsal navicular bone
,HCPCS,28240,Tenotomy of abductor hallucis muscle with lengthening
,HCPCS,28250,Division of plantar fascia and muscle
,HCPCS,28260,Capsulotomy of midfoot with medial release
,HCPCS,28261,Capsulotomy of midfoot with tendon lengthening
,HCPCS,28262,Capsulotomy of midfoot with posterior talotibial capsulotomy and lengthening of tendon
,HCPCS,28264,Capsulotomy of midtarsal joint
,HCPCS,28270,Capsulotomy of metatarsophalangeal joint
,HCPCS,28272,Capsulotomy of interphalangeal joint
,HCPCS,28280,Syndactylization of toes
,HCPCS,28285,Correction of hammertoe
,HCPCS,28286,Correction of cock-up of fifth digit with plastic skin closure
,HCPCS,28288,Partial condylectomy of head of metatarsal
,HCPCS,28289,"Correction of hallux rigidus with cheilectomy, debridement and capsular release of first metatarsophalangeal joint"
,HCPCS,28291,"Correction of hallux rigidus with cheilectomy, debridement and capsular release of first metatarsophalangeal joint, with implant"
,HCPCS,28292,Keller type correction of hallux valgus
,HCPCS,28295,Correction of hallux valgus with proximal metatarsal osteotomy
,HCPCS,28296,Correction of hallux valgus with metatarsal osteotomy
,HCPCS,28297,Correction of hallux valgus with osteotomy of metatarsal
,HCPCS,28298,Correction of hallux valgus by phalanx osteotomy
,HCPCS,28299,Correction of hallux valgus by double osteotomy
,HCPCS,28300,Osteotomy of calcaneus
,HCPCS,28302,Osteotomy of talus
,HCPCS,28304,Osteotomy of tarsal bone
,HCPCS,28305,Osteotomy of tarsal bone with autograft
,HCPCS,28306,Osteotomy of first metatarsal bone
,HCPCS,28307,Osteotomy of first metatarsal with autograft
,HCPCS,28308,Osteotomy of metatarsal
,HCPCS,28309,Osteotomy of metatarsal
,HCPCS,28310,Osteotomy for angular correction of proximal phalanx of first toe
,HCPCS,28312,Osteotomy for angular correction of phalanx of toe
,HCPCS,28313,Reconstruction of angular deformity of toe by soft tissue procedure
,HCPCS,28315,Sesamoidectomy of great toe
,HCPCS,28320,Repair of malunion of tarsal bone
,HCPCS,28322,Repair of malunion of metatarsal bone
,HCPCS,28340,Correction of macrodactyly of toe with soft tissue resection
,HCPCS,28341,Correction of macrodactyly of toe with bone resection
,HCPCS,28344,Correction of polydactyly of toe
,HCPCS,28345,Correction of syndactyly of toes
,HCPCS,28360,Reconstruction of cleft foot
,HCPCS,28400,Closed reduction of fracture of calcaneus
,HCPCS,28405,Closed reduction of fracture of calcaneus with manipulation
,HCPCS,28406,Percutaneous skeletal fixation of fracture of calcaneus with manipulation
,HCPCS,28415,Open reduction of fracture of calcaneus
,HCPCS,28420,Open reduction of fracture of calcaneus with autogenous bone graft
,HCPCS,28430,Closed reduction of fracture of talus
,HCPCS,28435,Closed reduction of fracture of talus with manipulation
,HCPCS,28436,Percutaneous skeletal fixation of fracture of talus with manipulation
,HCPCS,28445,Open reduction of fracture of talus
,HCPCS,28446,Open grafting of osteochondral autograft to talus
,HCPCS,28450,Reduction of fracture of tarsal bone
,HCPCS,28455,Reduction of fracture of tarsal bone with manipulation
,HCPCS,28456,Percutaneous skeletal fixation of fracture of tarsal bone with manipulation
,HCPCS,28465,Open reduction of fracture of tarsal bone
,HCPCS,28470,Closed reduction of fracture of metatarsal bone
,HCPCS,28475,Closed reduction of fracture of metatarsal bone with manipulation
,HCPCS,28476,Percutaneous skeletal fixation of fracture of metatarsal bone with manipulation
,HCPCS,28485,Open reduction of fracture of metatarsal bone
,HCPCS,28490,Closed reduction of fracture of phalanx of great toe
,HCPCS,28495,Closed reduction of fracture of phalanx of great toe with manipulation
,HCPCS,28496,Percutaneous skeletal fixation of fracture of phalanx of great toe with manipulation
,HCPCS,28505,Open reduction of fracture of phalanx of great toe
,HCPCS,28510,Closed reduction of fracture of phalanx of foot
,HCPCS,28515,Closed reduction of fracture of phalanx of foot with manipulation
,HCPCS,28525,Open reduction of fracture of phalanx of foot
,HCPCS,28530,Closed reduction of fracture of sesamoid of foot
,HCPCS,28531,Open reduction of fracture of sesamoid of foot
,HCPCS,28540,Closed reduction of dislocation of tarsal joint
,HCPCS,28545,Closed reduction of dislocation of tarsal joint under anesthesia
,HCPCS,28546,Percutaneous skeletal fixation of dislocation of tarsal joint with manipulation
,HCPCS,28555,Open reduction of dislocation of tarsal joint
,HCPCS,28570,Closed reduction of dislocation of talotarsal joint
,HCPCS,28575,Closed reduction of dislocation of talotarsal joint under anesthesia
,HCPCS,28576,Percutaneous skeletal fixation of dislocation of talotarsal joint with manipulation
,HCPCS,28585,Open reduction of dislocation of talotarsal joint
,HCPCS,28600,Closed reduction of dislocation of tarsometatarsal joint
,HCPCS,28605,Closed reduction of dislocation of tarsometatarsal joint under anesthesia
,HCPCS,28606,Percutaneous skeletal fixation of dislocation of tarsometatarsal joint with manipulation
,HCPCS,28615,Open reduction of dislocation of tarsometatarsal joint
,HCPCS,28630,Closed reduction of dislocation of metatarsophalangeal joint
,HCPCS,28635,Closed reduction of dislocation of metatarsophalangeal joint under anesthesia
,HCPCS,28636,Percutaneous skeletal fixation of dislocation of metatarsophalangeal joint with manipulation
,HCPCS,28645,Open reduction of dislocation of metatarsophalangeal joint
,HCPCS,28660,Closed reduction of dislocation of interphalangeal joint
,HCPCS,28665,Closed reduction of dislocation of interphalangeal joint under anesthesia
,HCPCS,28666,Percutaneous skeletal fixation of dislocation of interphalangeal joint with manipulation
,HCPCS,28675,Open reduction of dislocation of interphalangeal joint
,HCPCS,28705,Pantalar arthrodesis
,HCPCS,28715,Triple arthrodesis
,HCPCS,28725,Arthrodesis of subtalar joint
,HCPCS,28730,Arthrodesis of midtarsal joint
,HCPCS,28735,Arthrodesis of midtarsal joint with osteotomy
,HCPCS,28737,"Arthrodesis of first cuneiform-first metarsal joint and navicular-cuneiform joint, with tendon lengthening and advancement"
,HCPCS,28740,Arthrodesis of midtarsal joint
,HCPCS,28750,Arthrodesis of first metatarsophalangeal joint
,HCPCS,28755,Arthrodesis of interphalangeal joint of great toe
,HCPCS,28760,Arthrodesis of interphalangeal joint of great toe with transfer of extensor hallucis longus to first metatarsal neck
,HCPCS,28800,Midtarsal amputation of foot
,HCPCS,28805,Transmetatarsal amputation of foot
,HCPCS,28810,Amputation of metatarsal and toe
,HCPCS,28820,Amputation of toe through metatarsophalangeal
,HCPCS,28825,Amputation of toe through interphalangeal joint
,HCPCS,28890,Extracorporeal shock wave therapy of plantar fascia using ultrasound guidance under anesthesia
,HCPCS,28899,Procedure on foot
,HCPCS,29000,Application of halo type body cast
,HCPCS,29010,Application of Risser jacket
,HCPCS,29015,Application of Risser jacket
,HCPCS,29035,Application of shoulder to hip body cast
,HCPCS,29040,Application of Minerva type shoulder to hip body cast
,HCPCS,29044,Application of shoulder to hip body cast
,HCPCS,29046,Application of shoulder to hip body cast
,HCPCS,29049,Application of figure of eight cast
,HCPCS,29055,Application of shoulder spica cast
,HCPCS,29058,Application of plaster Velpeau cast
,HCPCS,29065,Application of shoulder to hand cast
,HCPCS,29075,Application of elbow to finger cast
,HCPCS,29085,Application of gauntlet cast of hand and lower forearm
,HCPCS,29086,Application of cast of finger
,HCPCS,29105,Application of shoulder to hand splint
,HCPCS,29125,Application of static type forearm to hand splint
,HCPCS,29126,Application of dynamic type forearm to hand splint
,HCPCS,29130,Application of static type finger splint
,HCPCS,29131,Application of dynamic type finger splint
,HCPCS,29200,Strapping of thorax
,HCPCS,29240,Strapping of shoulder
,HCPCS,29260,Strapping of elbow
,HCPCS,29280,Strapping of finger
,HCPCS,29305,Application of unilateral hip spica cast
,HCPCS,29325,Application of 1 and one-half hip spica cast
,HCPCS,29345,Application of thigh to toes cast
,HCPCS,29355,Application of walker type long leg cast
,HCPCS,29358,Application of long leg cast brace
,HCPCS,29365,Application of thigh to ankle cylinder cast
,HCPCS,29405,Application of below knee to toes cast
,HCPCS,29425,Application of ambulatory type below knee to toes cast
,HCPCS,29435,Application of patellar tendon bearing cast
,HCPCS,29440,Addition of walker to previously applied cast
,HCPCS,29445,Application of rigid total contact leg cast
,HCPCS,29450,Application of clubfoot cast with manipulation
,HCPCS,29505,Application of long leg splint
,HCPCS,29515,Application of calf to foot splint
,HCPCS,29520,Strapping of hip
,HCPCS,29530,Strapping of knee
,HCPCS,29540,Strapping of ankle
,HCPCS,29550,Strapping of toes
,HCPCS,29580,Strapping of Unna boot
,HCPCS,29581,Application of multi-layer compression system of lower leg
,HCPCS,29584,"Application of multi-layer compression system of upper arm, forearm, hand, and fingers"
,HCPCS,29700,Removal of body cast
,HCPCS,29705,Bivalving of full lower limb cast
,HCPCS,29710,Removal of shoulder cast
,HCPCS,29720,Repair of body cast
,HCPCS,29730,Windowing of cast
,HCPCS,29740,Wedging of cast
,HCPCS,29750,Wedging of clubfoot cast
,HCPCS,29799,Casting procedure
,HCPCS,29800,Diagnostic arthroscopy of temporomandibular joint
,HCPCS,29804,Surgical arthroscopy of temporomandibular joint
,HCPCS,29805,Diagnostic arthroscopy of shoulder joint
,HCPCS,29806,Surgical arthroscopy of shoulder with capsulorrhaphy
,HCPCS,29807,Surgical arthroscopy of shoulder with repair of SLAP lesion
,HCPCS,29819,Surgical arthroscopy of shoulder with removal of foreign body
,HCPCS,29820,Surgical arthroscopy of shoulder with partial synovectomy
,HCPCS,29821,Surgical arthroscopy of shoulder with complete synovectomy
,HCPCS,29822,Surgical arthroscopy of shoulder with debridement
,HCPCS,29823,Surgical arthroscopy of shoulder with debridement
,HCPCS,29824,Surgical arthroscopy of shoulder with distal claviculectomy
,HCPCS,29825,Surgical arthroscopy of shoulder with lysis and resection of adhesions
,HCPCS,29826,Surgical arthroscopy of shoulder with decompression of subacromial space and partial acromioplasty
,HCPCS,29827,Surgical arthroscopy of shoulder with repair of rotator cuff
,HCPCS,29828,Surgical arthroscopy of shoulder with biceps tenodesis
,HCPCS,29830,Diagnostic arthroscopy of elbow joint
,HCPCS,29834,Surgical arthroscopy of elbow with removal of foreign body
,HCPCS,29835,Surgical arthroscopy of elbow with partial synovectomy
,HCPCS,29836,Surgical arthroscopy of elbow with complete synovectomy
,HCPCS,29837,Surgical arthroscopy of elbow with debridement
,HCPCS,29838,Surgical arthroscopy of elbow with debridement
,HCPCS,29840,Diagnostic arthroscopy of wrist joint
,HCPCS,29843,Surgical arthroscopy of wrist with lavage and drainage
,HCPCS,29844,Surgical arthroscopy of wrist with partial synovectomy
,HCPCS,29845,Surgical arthroscopy of wrist with complete synovectomy
,HCPCS,29846,Surgical arthroscopy of wrist with excision and repair of triangular fibrocartilage
,HCPCS,29847,Surgical arthroscopy of wrist with internal fixation for instability
,HCPCS,29848,Surgical arthroscopy of wrist with release of transverse carpal ligament
,HCPCS,29850,Surgical arthroscopy of knee with reduction of fracture of intercondylar spine and tuberosity of knee
,HCPCS,29851,Surgical arthroscopy of knee with reduction of fracture of intercondylar spine and tuberosity of knee with external fixation
,HCPCS,29855,Surgical arthroscopy of knee with reduction of unicondylar proximal tibial fracture
,HCPCS,29856,Surgical arthroscopy of knee with reduction of bicondylar proximal tibial fracture
,HCPCS,29860,Diagnostic arthroscopy of hip joint
,HCPCS,29861,Surgical arthroscopy of hip with removal of foreign body
,HCPCS,29862,Surgical arthroscopy of hip with abrasion arthroplasty
,HCPCS,29863,Surgical arthroscopy of hip with synovectomy
,HCPCS,29914,Surgical arthroscopy of hip with femoroplasty
,HCPCS,29915,Surgical arthroscopy of hip with acetabuloplasty
,HCPCS,29916,Surgical arthroscopy of hip with labral repair
,HCPCS,29866,Surgical arthroscopy of knee with osteochondral autograft
,HCPCS,29867,Surgical arthroscopy of knee with osteochondral allograft
,HCPCS,29868,Surgical arthroscopy of knee with lateral meniscus transplantation
,HCPCS,29870,Diagnostic arthroscopy of knee joint
,HCPCS,29871,Surgical arthroscopy of knee with lavage and drainage
,HCPCS,29873,Surgical arthroscopy of knee with lateral release
,HCPCS,29874,Surgical arthroscopy of knee with removal of foreign body
,HCPCS,29875,Surgical arthroscopy of knee with synovectomy
,HCPCS,29876,Surgical arthroscopy of knee with synovectomy
,HCPCS,29877,Surgical arthroscopy of knee with chondroplasty
,HCPCS,29879,Surgical arthroscopy of knee with abrasion arthroplasty
,HCPCS,29880,Surgical arthroscopy of knee with medial and lateral meniscectomy and chondroplasty
,HCPCS,29881,Surgical arthroscopy of knee with lateral meniscectomy and chondroplasty
,HCPCS,29882,Surgical arthroscopy of knee with repair of lateral meniscus
,HCPCS,29883,Surgical arthroscopy of knee with repair of medial and lateral meniscus
,HCPCS,29884,Surgical arthroscopy of knee with lysis of adhesions
,HCPCS,29885,Surgical arthroscopy of knee with drilling and bone graft
,HCPCS,29886,Surgical arthroscopy of knee with drilling of intact osteochondritis dissecans lesion
,HCPCS,29887,Surgical arthroscopy of knee with drilling of osteochondritis dissecans lesion and internal fixation
,HCPCS,29888,Surgical arthroscopy of knee with augmentation of anterior cruciate ligament
,HCPCS,29889,Surgical arthroscopy of knee with augmentation of posterior cruciate ligament
,HCPCS,29891,Surgical arthroscopy of ankle with drilling and excision of osteochondral defect of talus
,HCPCS,29892,Surgical arthroscopy of ankle
,HCPCS,29893,Endoscopic plantar fasciotomy
,HCPCS,29894,Surgical arthroscopy of ankle with removal of foreign body
,HCPCS,29895,Surgical arthroscopy of ankle with partial synovectomy
,HCPCS,29897,Surgical arthroscopy of ankle with debridement
,HCPCS,29898,Surgical arthroscopy of ankle with debridement
,HCPCS,29899,Surgical arthroscopy of ankle with arthrodesis
,HCPCS,29900,Diagnostic arthroscopy of metacarpophalangeal joint with synovial biopsy
,HCPCS,29901,Surgical arthroscopy of metacarpophalangeal joint with debridement
,HCPCS,29902,Surgical arthroscopy of metacarpophalangeal joint with reduction of displaced ulnar collateral ligament
,HCPCS,29904,Surgical arthroscopy of subtalar joint with removal of foreign body
,HCPCS,29905,Surgical arthroscopy of subtalar joint with synovectomy
,HCPCS,29906,Surgical arthroscopy of subtalar joint with debridement
,HCPCS,29907,Surgical arthroscopy of subtalar joint with arthrodesis
,HCPCS,29999,Arthroscopic procedure
,HCPCS,30000,Drainage of nasal abscess by internal approach
,HCPCS,30020,Drainage of abscess of nasal septum
,HCPCS,30100,Intranasal biopsy
,HCPCS,30110,Excision of nasal polyp
,HCPCS,30115,Excision of nasal polyp
,HCPCS,30117,Destruction of intranasal lesion by internal approach
,HCPCS,30118,Destruction of intranasal lesion by external approach
,HCPCS,30120,Excision of skin of nose
,HCPCS,30124,Excision of dermoid cyst of nose
,HCPCS,30125,Excision of dermoid cyst of nose
,HCPCS,30130,Complete excision of inferior turbinate
,HCPCS,30140,Complete submucous resection of inferior turbinate
,HCPCS,30150,Partial rhinectomy
,HCPCS,30160,Complete rhinectomy
,HCPCS,30200,Therapeutic injection into turbinate
,HCPCS,30210,Displacement therapy of nose
,HCPCS,30220,Insertion of nasal septal prosthesis
,HCPCS,30300,Removal of intranasal foreign body
,HCPCS,30310,Removal of intranasal foreign body under general anesthesia
,HCPCS,30320,Lateral rhinotomy and removal of intranasal foreign body
,HCPCS,30400,Primary rhinoplasty of lateral and alar cartilages
,HCPCS,30410,Complete primary rhinoplasty of external nose
,HCPCS,30420,Primary rhinoplasty with septal repair
,HCPCS,30430,Secondary rhinoplasty
,HCPCS,30435,Secondary rhinoplasty
,HCPCS,30450,Secondary rhinoplasty
,HCPCS,30460,Rhinoplasty for nasal deformity secondary to congenital cleft lip
,HCPCS,30462,Rhinoplasty for nasal deformity secondary to congenital cleft lip
,HCPCS,30465,Repair of nasal vestibular stenosis
,HCPCS,30520,Septoplasty of nose
,HCPCS,30540,Repair of choanal atresia by intranasal approach
,HCPCS,30545,Repair of choanal atresia by transpalatine approach
,HCPCS,30560,Lysis of intranasal synechia
,HCPCS,30580,Repair of oromaxillary fistula
,HCPCS,30600,Repair of oronasal fistula
,HCPCS,30620,Intranasal dermatoplasty
,HCPCS,30630,Repair of nasal septum perforation
,HCPCS,30801,Bilateral ablation of superficial soft tissue of inferior turbinates
,HCPCS,30802,Bilateral ablation of intramural soft tissue of inferior turbinates
,HCPCS,30901,Control of anterior nasal hemorrhage
,HCPCS,30903,Control of anterior nasal hemorrhage
,HCPCS,30905,Control of posterior nasal hemorrhage with cautery
,HCPCS,30906,Control of posterior nasal hemorrhage with cautery
,HCPCS,30915,Ligation of ethmoid artery
,HCPCS,30920,Ligation of internal maxillary artery by transantral approach
,HCPCS,30930,Therapeutic fracture of inferior turbinate
,HCPCS,30999,Procedure on nose
,HCPCS,31000,Lavage of maxillary sinus using cannula
,HCPCS,31002,Lavage of sphenoid sinus using cannula
,HCPCS,31020,Maxillary sinusotomy by intranasal approach
,HCPCS,31030,Radical maxillary sinusotomy
,HCPCS,31032,Radical maxillary sinusotomy with removal of antrochoanal polyp
,HCPCS,31040,Surgery on pterygomaxillary fossa
,HCPCS,31050,Sphenoid sinusotomy
,HCPCS,31051,Sphenoid sinusotomy with biopsy and mucosal stripping
,HCPCS,31070,Trephine of frontal sinus by external approach
,HCPCS,31075,Unilateral frontal sinusotomy by transorbital approach
,HCPCS,31080,Obliterative frontal sinusotomy with brow incision
,HCPCS,31081,Obliterative frontal sinusotomy with coronal incision
,HCPCS,31084,Obliterative frontal sinusotomy with osteoplastic flap and brow incision
,HCPCS,31085,Obliterative frontal sinusotomy with osteoplastic flap and coronal incision
,HCPCS,31086,Frontal sinusotomy with osteoplastic flap and brow incision
,HCPCS,31087,Frontal sinusotomy with osteoplastic flap and coronal incision
,HCPCS,31090,Unilateral sinusotomy of paranasal sinuses
,HCPCS,31200,Anterior ethmoidectomy by intranasal approach
,HCPCS,31201,Complete ethmoidectomy by intranasal approach
,HCPCS,31205,Complete ethmoidectomy by extranasal approach
,HCPCS,31225,Maxillectomy
,HCPCS,31230,Maxillectomy with orbital exenteration
,HCPCS,31231,Bilateral diagnostic endoscopy of nose
,HCPCS,31233,Diagnostic endoscopy of nose and maxillary sinus via canine fossa puncture
,HCPCS,31235,Diagnostic endoscopy of nose and sphenoid sinus via cannulation of ostium
,HCPCS,31237,Surgical endoscopy of nose and sinus with biopsy
,HCPCS,31238,Surgical endoscopy of nose with control of nasal hemorrhage
,HCPCS,31239,Surgical endoscopy of nose with dacryocystorhinostomy
,HCPCS,31240,Surgical endoscopy of nose with concha bullosa resection
,HCPCS,31241,Surgical endoscopy of nose and sinus with ligation of sphenopalatine artery
,HCPCS,31253,Surgical endoscopy of nose and anterior and posterior sinuses with exploration of frontal sinus
,HCPCS,31254,Surgical endoscopy of nose and sinus with partial ethmoidectomy
,HCPCS,31255,Surgical endoscopy of nose and sinus with complete ethmoidectomy
,HCPCS,31257,Surgical endoscopy of nose and anterior and posterior sinuses with sphenoidotomy
,HCPCS,31259,Surgical endoscopy of nose and anterior and posterior sinuses with sphenoidotomy and removal of tissue from sphenoid sinus
,HCPCS,31256,Surgical endoscopy of nose and sinus with maxillary antrostomy
,HCPCS,31267,Surgical endoscopy of nose and sinus with maxillary antrostomy and removal of tissue from maxillary sinus
,HCPCS,31276,Surgical endoscopy of nose and sinus with exploration of frontal sinus
,HCPCS,31287,Surgical endoscopy of nose and sinus with sphenoidotomy
,HCPCS,31288,Surgical endoscopy of nose and sinus with sphenoidotomy and removal of tissue from sphenoid sinus
,HCPCS,31290,Surgical endoscopy of nose and sinus with repair of cerebrospinal fluid leak from ethmoid region
,HCPCS,31291,Surgical endoscopy of nose and sinus with repair of cerebrospinal fluid leak from sphenoid region
,HCPCS,31292,Surgical endoscopy of sinus with inferior orbital wall decompression
,HCPCS,31293,Surgical endoscopy of sinus with medial and inferior orbital wall decompression
,HCPCS,31294,Surgical endoscopy of sinus with optic nerve decompression
,HCPCS,31295,Surgical endoscopy of nose and sinus with dilation of maxillary sinus ostium by transnasal approach
,HCPCS,31296,Surgical endoscopy and dilation of frontal sinus ostium
,HCPCS,31297,Surgical endoscopy and dilation of sphenoid sinus ostium
,HCPCS,31298,Surgical endoscopy of nose and sinus with balloon dilation of frontal and sphenoid sinus ostia
,HCPCS,31299,Procedure on accessory sinus
,HCPCS,31300,Laryngotomy with cordectomy
,HCPCS,31360,Complete laryngectomy
,HCPCS,31365,Complete laryngectomy with radical neck dissection
,HCPCS,31367,Subtotal supraglottic laryngectomy
,HCPCS,31368,Subtotal supraglottic laryngectomy with radical neck dissection
,HCPCS,31370,Partial horizontal laryngectomy
,HCPCS,31375,Partial laterovertical laryngectomy
,HCPCS,31380,Partial anterovertical laryngectomy
,HCPCS,31382,Partial antero-latero-vertical laryngectomy
,HCPCS,31390,Pharyngolaryngectomy with radical neck dissection
,HCPCS,31395,Pharyngolaryngectomy with radical neck dissection and reconstruction
,HCPCS,31400,Arytenoidectomy by external approach
,HCPCS,31420,Epiglottidectomy
,HCPCS,31500,Emergency endotracheal intubation
,HCPCS,31502,Tracheotomy tube change
,HCPCS,31505,Diagnostic indirect laryngoscopy
,HCPCS,31510,Indirect laryngoscopy with biopsy
,HCPCS,31511,Indirect laryngoscopy with removal of foreign body
,HCPCS,31512,Indirect laryngoscopy with removal of lesion
,HCPCS,31513,Indirect laryngoscopy with vocal cord injection
,HCPCS,31515,Direct laryngoscopy
,HCPCS,31520,Diagnostic direct laryngoscopy
,HCPCS,31525,Diagnostic direct laryngoscopy
,HCPCS,31526,Diagnostic direct laryngoscopy using operating microscope
,HCPCS,31527,Diagnostic direct laryngoscopy with insertion of obturator
,HCPCS,31528,Diagnostic direct laryngoscopy with dilation
,HCPCS,31529,Diagnostic direct laryngoscopy with dilation
,HCPCS,31530,Direct operative laryngoscopy with foreign body removal
,HCPCS,31531,Direct operative laryngoscopy with foreign body removal using operating microscope
,HCPCS,31535,Direct operative laryngoscopy with biopsy
,HCPCS,31536,Direct operative laryngoscopy with biopsy using operating microscope
,HCPCS,31540,Direct operative laryngoscopy with excision of tumor
,HCPCS,31541,Direct operative laryngoscopy with excision of tumor
,HCPCS,31545,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with flap
,HCPCS,31546,Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with graft
,HCPCS,31560,Direct operative laryngoscopy with arytenoidectomy
,HCPCS,31561,Direct operative laryngoscopy with arytenoidectomy
,HCPCS,31570,Direct therapeutic laryngoscopy with injection into vocal cord
,HCPCS,31571,Direct therapeutic laryngoscopy with injection into vocal cord
,HCPCS,31572,Flexible laryngoscopy with unilateral laser destruction of lesion
,HCPCS,31573,Flexible laryngoscopy with unilateral percutaneous therapeutic injection
,HCPCS,31574,Flexible laryngoscopy with unilateral injection for augmentation
,HCPCS,31575,Diagnostic flexible fiberoptic laryngoscopy
,HCPCS,31576,Flexible fiberoptic laryngoscopy with biopsy
,HCPCS,31577,Flexible fiberoptic laryngoscopy with removal of foreign body
,HCPCS,31578,Flexible fiberoptic laryngoscopy with removal of lesion
,HCPCS,31579,Flexible fiberoptic laryngoscopy with stroboscopy
,HCPCS,31551,Laryngoplasty for laryngeal stenosis with graft
,HCPCS,31552,Laryngoplasty for laryngeal stenosis with graft
,HCPCS,31553,"Laryngoplasty for laryngeal stenosis with graft, with placement of indwelling stent"
,HCPCS,31554,"Laryngoplasty for laryngeal stenosis with graft, with placement of indwelling stent"
